,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
12965,2020,01301,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.4,"(7.2, 7.6)"
12966,2019,01225,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,75.9,"(74.5, 77.4)"
12967,2019,01002,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,21.1,"(20.7, 21.6)"
12968,2020,01801,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,16.8,"(15.9, 17.7)"
12969,2020,02703,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.8,"(34.2, 35.4)"
12970,2020,02190,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.7,"(76.1, 77.1)"
12971,2020,02561,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,80.5,"(79.6, 81.3)"
12972,2020,01835,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,53.2,"(48.7, 57.7)"
12974,2020,02122,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.7,"(9.5, 10.0)"
12976,2020,01344,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.8,"(5.6, 8.0)"
12977,2020,02163,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.0,"(1.5, 2.4)"
12978,2020,01354,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.5,"(4.3, 7.0)"
12979,2020,02360,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.5,"(18.1, 18.9)"
12980,2020,01378,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.5,"(75.2, 77.6)"
12981,2020,02067,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,13.5,"(12.5, 14.6)"
12982,2020,01826,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.5,"(10.2, 10.7)"
12983,2020,01338,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.9,"(18.4, 21.4)"
12985,2020,02671,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,31.9,"(30.2, 33.7)"
12986,2020,02746,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.5,"(5.4, 5.6)"
12987,2020,02637,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.6,"(9.0, 10.3)"
12988,2019,02322,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,33.0,"(32.1, 33.9)"
12989,2020,01364,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.3,"(10.9, 11.7)"
12990,2020,02538,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.4,"(6.0, 6.6)"
12991,2020,01072,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,76.0,"(72.0, 79.2)"
12993,2020,01107,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,35.4,"(32.5, 38.7)"
12995,2020,01922,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,80.5,"(79.7, 81.4)"
12996,2020,01368,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.7,"(32.0, 35.3)"
12997,2020,01342,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.8,"(6.3, 14.7)"
12998,2020,01379,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.4,"(16.1, 18.2)"
12999,2020,01571,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,19.8,"(17.9, 21.7)"
13000,2020,02562,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.0,"(7.3, 8.8)"
13001,2020,02111,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,74.4,"(72.1, 76.5)"
13002,2020,01331,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.4,"(14.8, 16.0)"
13003,2020,02021,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,77.3,"(75.7, 78.8)"
13004,2020,02364,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.7,"(5.2, 6.1)"
13005,2020,01569,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.4,"(25.3, 27.4)"
13007,2019,02176,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,26.8,"(26.2, 27.4)"
13008,2020,01730,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.3,"(2.0, 2.6)"
13009,2020,02648,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.0,"(73.1, 78.6)"
13010,2020,01810,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,7.4,"(6.9, 8.0)"
13011,2019,01721,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,28.8,"(28.3, 29.3)"
13012,2020,01864,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.4,"(8.5, 12.4)"
13013,2020,01103,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.1,"(25.3, 27.0)"
13014,2020,02763,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,78.9,"(76.3, 81.4)"
13015,2020,02025,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.3,"(7.8, 8.8)"
13017,2020,02739,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,47.3,"(42.5, 52.0)"
13018,2020,02458,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.4,"(3.8, 5.0)"
13019,2020,01945,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.3,"(10.7, 11.9)"
13020,2019,01085,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.2,"(27.6, 28.7)"
13021,2020,01937,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,"(2.5, 3.1)"
13022,2020,02048,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,56.2,"(52.8, 59.9)"
13023,2019,01331,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.9,"(31.4, 32.5)"
13024,2019,02639,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.7,"(90.7, 92.6)"
13026,2020,01257,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.2,"(8.9, 11.6)"
13028,2020,01005,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.0,"(6.7, 7.4)"
13029,2020,01080,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,67.3,"(63.8, 71.0)"
13030,2020,01373,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.7,"(8.0, 9.6)"
13031,2020,02747,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,82.2,"(80.8, 83.6)"
13032,2020,02032,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.5,"(17.1, 18.1)"
13033,2020,01772,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,27.0,"(26.1, 27.9)"
13034,2020,01940,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.6,"(2.5, 2.8)"
13035,2020,02668,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.0,"(7.1, 9.0)"
13036,2020,01337,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,14.5,"(11.4, 17.8)"
13037,2019,02535,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.1,"(28.5, 31.7)"
13038,2020,01054,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.6,"(7.8, 12.0)"
13039,2020,01564,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.2,"(17.1, 19.5)"
13040,2020,02140,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,7.6,"(7.1, 8.1)"
13041,2020,02043,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.7)"
13043,2020,02559,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.0,"(84.1, 87.8)"
13044,2020,01331,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,80.0,"(79.5, 80.4)"
13045,2019,01028,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.0,"(31.4, 32.6)"
13046,2020,01267,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.0,"(13.0, 15.0)"
13047,2020,02538,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.0,"(76.2, 77.8)"
13048,2020,02575,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.3,"(11.2, 13.5)"
13049,2020,01375,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.6,"(10.1, 11.3)"
13051,2020,01226,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,78.6,"(74.6, 82.4)"
13052,2020,01810,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.5,"(6.2, 6.9)"
13053,2020,01440,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,52.8,"(49.3, 56.3)"
13054,2020,01801,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,11.0,"(10.1, 11.9)"
13055,2020,01843,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,"(2.7, 2.9)"
13056,2020,01731,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.2,"(13.0, 15.3)"
13057,2020,02122,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,74.9,"(74.1, 75.6)"
13058,2020,01609,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,79.3,"(78.2, 80.3)"
13059,2020,02019,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,22.2,"(21.3, 23.2)"
13060,2020,02461,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,18.8,"(18.3, 19.5)"
13061,2020,01950,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.7)"
13062,2020,02702,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,26.0,"(24.4, 27.7)"
13064,2020,01568,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,54.3,"(49.2, 59.0)"
13065,2020,01270,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,11.2,"(9.1, 13.6)"
13066,2020,02140,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.6,"(3.5, 3.8)"
13067,2019,01754,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,73.3,"(72.3, 74.3)"
13068,2020,02184,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.3,"(16.1, 16.5)"
13070,2020,01229,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,8.0,"(6.1, 10.0)"
13071,2020,01104,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.3,"(12.9, 13.8)"
13072,2020,01010,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.9,"(16.0, 21.6)"
13073,2019,01050,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.6,"(89.4, 91.8)"
13074,2020,01867,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.6,"(7.4, 7.8)"
13075,2020,01438,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,"(2.2, 2.9)"
13076,2020,01245,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.3,"(9.7, 10.9)"
13077,2020,01534,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,12.6,"(8.1, 18.4)"
13078,2020,01904,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,51.3,"(47.5, 54.8)"
13080,2020,01969,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,79.7,"(76.4, 82.8)"
13081,2020,02672,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,14.5,"(11.9, 16.9)"
13082,2020,01031,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,13.7,"(8.0, 20.6)"
13083,2019,02563,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.7,"(32.2, 33.3)"
13084,2020,01029,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,87.1,"(84.4, 89.7)"
13085,2020,01879,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.2,"(6.5, 8.0)"
13086,2020,02466,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,7.6,"(5.0, 11.3)"
13087,2020,01570,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,84.4,"(83.3, 85.5)"
13088,2019,02724,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,86.0,"(85.0, 87.0)"
13089,2019,01561,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,86.7,"(82.7, 89.5)"
13090,2020,01821,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,50.3,"(47.4, 53.2)"
13091,2020,01255,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,30.1,"(28.2, 31.8)"
13093,2020,01062,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,12.0,"(10.2, 14.0)"
13094,2020,01375,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.9,"(1.7, 2.2)"
13095,2020,01011,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,15.4,"(13.4, 17.5)"
13096,2020,01531,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.3,"(4.7, 8.1)"
13097,2020,02125,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.1,"(8.9, 9.3)"
13098,2019,01540,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.7,"(89.6, 91.6)"
13099,2020,02053,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,14.8,"(13.1, 16.9)"
13100,2020,02302,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.0,"(2.9, 3.1)"
13101,2020,02136,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,23.6,"(22.8, 24.5)"
13102,2020,01097,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,15.6,"(12.0, 19.0)"
13103,2020,02653,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,17.0,"(16.2, 17.8)"
13104,2020,02673,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.9,"(5.8, 8.1)"
13105,2020,01581,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.8,"(6.6, 7.0)"
13107,2019,01748,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,28.9,"(28.3, 29.4)"
13108,2020,01331,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,84.4,"(83.3, 85.4)"
13109,2020,02721,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,29.6,"(29.1, 30.0)"
13110,2020,02149,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.0,"(32.6, 33.4)"
13111,2020,02492,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,6.1,"(4.2, 9.1)"
13112,2020,01086,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,0.7,"(0.6, 0.8)"
13113,2020,01349,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.9,"(8.3, 9.6)"
13114,2019,01951,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.3,"(31.2, 33.4)"
13115,2019,01940,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.7,"(92.9, 94.4)"
13117,2020,01966,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.6,"(7.9, 9.3)"
13118,2020,02141,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.8,"(12.4, 13.3)"
13119,2020,01731,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.3,"(86.6, 89.7)"
13120,2020,02739,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.0,"(4.1, 6.0)"
13121,2020,02113,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,4.2,"(3.9, 4.5)"
13122,2020,02790,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.0,"(16.8, 17.2)"
13123,2019,01701,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.0,"(30.7, 31.3)"
13124,2020,01583,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.5, 2.9)"
13125,2020,01550,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.3,"(79.8, 82.6)"
13126,2019,02131,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.9,"(90.5, 91.3)"
13127,2020,01431,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.1,"(4.5, 5.7)"
13128,2019,01009,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.3,"(28.3, 30.4)"
13129,2020,02663,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.6,"(82.8, 89.3)"
13130,2020,02026,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.5,"(9.5, 11.6)"
13131,2020,01923,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.7,"(2.5, 2.9)"
13132,2020,01950,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.7,"(10.4, 11.0)"
13134,2020,01505,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.3,"(28.4, 32.1)"
13135,2019,01022,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,77.8,"(76.8, 78.8)"
13136,2020,02646,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,54.9,"(48.8, 61.3)"
13137,2020,01077,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.3,"(7.7, 9.0)"
13138,2020,01879,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.5,"(74.0, 78.9)"
13139,2020,01238,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.4,"(8.5, 10.2)"
13141,2020,01434,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.4,"(4.9, 8.6)"
13142,2020,02719,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.4,"(11.0, 11.7)"
13143,2020,02770,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.8,"(15.6, 22.2)"
13144,2020,01003,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,0.6,"(0.6, 0.7)"
13145,2020,01908,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,82.4,"(81.7, 83.2)"
13146,2020,01242,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.2,"(4.6, 5.9)"
13147,2020,01366,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.9,"(6.2, 7.6)"
13148,2019,01854,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,26.6,"(26.2, 26.9)"
13149,2019,01835,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,25.2,"(24.4, 25.9)"
13150,2020,02539,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.6,"(83.3, 87.6)"
13152,2020,01537,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,56.7,"(48.3, 64.5)"
13153,2020,02559,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.8,"(8.9, 10.6)"
13154,2020,01468,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.2,"(8.1, 10.3)"
13156,2019,02052,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,94.2,"(93.5, 94.8)"
13157,2020,01835,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.8,"(14.1, 15.5)"
13158,2020,01104,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,7.5,"(7.2, 7.7)"
13159,2020,02476,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,20.4,"(19.8, 21.1)"
13160,2020,02726,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,12.6,"(9.4, 16.2)"
13161,2020,02025,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.4,"(6.7, 8.2)"
13162,2020,01604,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.6, 2.8)"
13163,2020,01876,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.0,"(12.4, 13.5)"
13164,2020,01944,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.6,"(5.0, 6.3)"
13165,2020,01379,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,74.1,"(70.8, 77.3)"
13166,2020,01033,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.3,"(2.0, 2.7)"
13167,2019,01468,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,29.2,"(27.8, 30.6)"
13168,2020,02368,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.3,"(5.0, 5.6)"
13170,2020,01880,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,84.6,"(83.4, 85.9)"
13171,2020,01226,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,78.6,"(75.4, 81.2)"
13172,2020,02421,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,17.8,"(17.4, 18.3)"
13173,2020,02563,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.2,"(7.9, 8.5)"
13174,2020,01776,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,86.1,"(84.4, 87.5)"
13175,2020,01984,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.0,"(10.3, 11.9)"
13176,2020,01229,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.6,"(23.5, 27.8)"
13177,2019,02144,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,64.4,"(63.6, 65.1)"
13178,2020,01340,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,"(2.6, 3.1)"
13179,2020,02143,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,74.5,"(72.7, 76.0)"
13180,2020,02647,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,33.1,"(24.5, 42.3)"
13181,2020,02062,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.9,"(9.7, 10.1)"
13182,2020,01475,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.8,"(79.2, 84.2)"
13183,2020,01105,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.9,"(15.3, 16.4)"
13184,2020,02130,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.2,"(6.7, 7.7)"
13185,2020,01264,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,8.1,"(7.1, 9.2)"
13187,2020,01770,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.6)"
13188,2020,01938,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.8,"(8.8, 10.9)"
13189,2020,01748,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,80.7,"(78.4, 82.7)"
13190,2020,01236,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,79.7,"(76.6, 82.3)"
13191,2020,02382,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.8,"(14.2, 15.5)"
13192,2020,02421,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,8.5,"(8.3, 8.7)"
13193,2020,01922,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.6)"
13194,2020,01887,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,84.2,"(82.6, 85.8)"
13195,2020,01270,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.6,"(8.2, 11.2)"
13196,2020,01908,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.6,"(10.6, 12.7)"
13197,2020,02713,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.9,"(15.9, 17.8)"
13198,2020,01053,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.3,"(5.0, 8.0)"
13199,2019,02760,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,27.6,"(26.9, 28.4)"
13200,2020,02649,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,79.6,"(77.8, 81.2)"
13201,2019,01969,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.5,"(91.4, 93.6)"
13202,2020,02576,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.6,"(9.7, 11.5)"
13203,2020,01701,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.1,"(8.2, 10.1)"
